Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,fraud_probability
30256.0,-0.495139439712185,1.0252135964388,1.67174999500076,-0.0045998166424527,-0.0207619762051185,-0.581219500742018,0.71581293383636,0.0119816588192517,-0.520630365812963,-0.38481198776901,0.220563544023868,0.472832546003973,0.581268890890821,0.0666527445064746,1.00812369884372,-0.216249522001732,-0.0327294647078375,-0.980306391389585,-0.47451900578996,0.117894483614413,-0.165466619472401,-0.369579612312165,0.0655620234696292,0.396790005934362,-0.284934389570364,0.0782428182956423,0.282590838879966,0.122987724338754,13.68,0.0
165869.0,-1.55799737137493,0.531306462093533,-0.369399179526565,-0.845887115779373,1.75438797242557,-0.476906082801471,1.27577664817939,-0.739800110584343,0.211860000006343,0.39299909620811,0.995884865942149,-0.262529765518343,-0.302586983795861,-1.48309109540521,-0.0183985002513237,0.64011516217125,-0.286416666932693,1.05453518822368,-0.028034755524404,-0.325328974797426,0.0345833073595007,0.71969071991726,-0.707332582778128,0.275066804068381,-0.106995194209991,0.512410186031235,-0.729425036360689,0.0310477011935842,79.85,0.0
43008.0,-0.928922761889538,-0.411839408761558,1.86059146076415,-1.0134472167994,-0.327029548659206,0.56983841716069,0.16941222896401,0.171536776719024,1.10893100397064,-0.504694388107241,0.431794246272065,0.0193004214669033,-1.83403306003742,-0.502096633647618,-1.19712020560785,0.158001909069778,-0.322329041957843,-0.268506708239479,-0.1808787242142,-0.384882563087228,-0.20785323315626,-0.194081830021119,0.155562098464345,-0.279049938172448,-0.393331389073093,0.743526407912844,-0.359214355390592,-0.258812143526772,81.73,0.000581164289501049
39161.0,-1.40111579258602,0.371028966086824,2.0366691934427,0.924058177686397,-1.05473359275464,1.56302262500312,0.219935766633879,0.954284016178496,-0.575632129154679,-0.865042693056768,1.24287653109707,0.888577569637815,-0.0860471129611967,0.316968139144919,0.64662765300418,-0.331862185591485,0.369926143142408,0.0615244000199377,0.0386622043712809,0.349865896965566,0.324244976662114,0.578620441869003,0.322944357894289,-0.303549712345666,0.147294870186282,-0.228941390026785,-0.0432763709569359,0.0290425193621775,220.5,0.0
151402.0,-0.12256378481909,0.178046386657078,0.787667962727698,-3.02015621873334,-0.513404599047995,-1.32377749797585,0.384930543198209,-0.139200279257287,1.97201353970989,-1.86647009783252,-0.878334537811718,0.0277550140614207,-1.09257863678879,0.236261998923504,1.41708433002861,-0.56134340144835,-0.426765762044658,0.421592581875188,0.76917850362644,-0.24518352615967,0.0365017458860036,0.186910315381331,0.0698924190930791,-0.0091400301176299,-0.992355115740542,-1.25413352223027,0.158302259064812,0.233689672938273,8.69,0.0
79879.0,1.20322228274011,0.754496196199477,0.254989726858869,2.56514722700796,0.036106819116664,-1.0356275435301,0.572933194323045,-0.302626675269629,-1.07002670496082,0.737450518425508,-0.248278775846142,-0.0378986753667045,-0.142876770222276,0.549369735390145,0.187139951535893,0.23572367156304,-0.354852721750834,-0.602265176130095,-1.01054514693375,-0.176794204985225,0.0068438020868056,-0.0069011764170367,-0.0650484619321411,0.709157556165683,0.683981797087644,0.0485358656881537,-0.0398544040178423,0.0135007935374665,4.57,0.008503592869133601
59101.0,1.23125396230084,-0.531496221889415,0.857181169136813,-1.31947728275717,-1.13917767235003,-0.454542108938778,-0.720740548903153,0.078491795514269,1.89707721795536,-1.2175167656278,-0.119551716400459,0.925067215822016,0.17476820142538,-0.219068909984429,1.57037405680174,-0.691733789229634,0.19321352926075,-0.408981823458141,0.384852239069319,-0.109957143157891,0.0088657527607332,0.316912792328292,0.0142197138248788,0.142209603489807,0.297469685481266,0.0018717267274569,0.0637993219661448,0.022620550300695,1.0,0.0
129339.0,2.18976609988645,-0.466991285273684,-2.01819449205651,-0.567916731073441,0.186083065432551,-0.837410691825501,0.163135591078866,-0.361671601295047,-1.20251871855812,1.11363882650281,0.722753728875015,0.805251418573414,0.445695851598482,0.54020605369992,-1.18117234970661,-1.95311259325955,-0.0987901195549204,1.01196908683566,-0.315207291263544,-0.571435083349095,-0.21198946607741,-0.0007025956502277,0.0752402321456096,0.820535392055654,0.23658713270979,0.771485758865011,-0.103157749483029,-0.0830481822314944,7.8,0.0
19416.0,-1.26140679493288,0.205666186006519,2.574226976931,-1.6935761535761,0.0385181318205546,-0.280722422676633,0.356893987675443,-0.255131060541105,2.57737867399881,-1.86782489105182,0.807304549678839,-1.5510648242181,2.4894877896888,0.654111437723791,0.156732579080504,-0.731372493236751,0.447227867711639,-0.0661653633718741,-0.470696399476608,-0.254138656786243,-0.156465323108348,0.337567521054046,-0.032290924070685,0.054029984194903,0.490072626795991,-0.821101400564749,-0.224907414931766,-0.226062303824853,11.85,0.0
122729.0,1.96757354599413,-0.477625934024505,-0.431299226062108,-0.0454637834525853,-0.524692837846892,-0.0297787303356909,-0.728711589959372,0.220480045990522,1.19691830604501,-0.0240299886500475,0.81763498641921,0.693869851560365,-0.91943814910942,0.318670336117007,0.172075703538286,0.413376389884129,-0.65524619861245,0.274133335214983,0.259546372736345,-0.249754160807083,-0.154798857780859,-0.396728567395489,0.43870259824864,0.651200086035597,-0.561314068323661,-0.330384220886838,-0.0011833604749439,-0.0424770631126413,0.77,0.0
